node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear
12,13,0.02048284551,-73.9471824869466,40.6463340360464,-73.936582521566,40.6241122792464,0.02048284551,0,2020.18409125683,2020.20457410234
13,14,2.71544880999994e-05,-73.936582521566,40.6241122792464,-73.931039018844,40.6274167162951,0.0205099999981,0.02048284551,2020.20457410234,2020.20460125683
13,15,2.71544880999994e-05,-73.936582521566,40.6241122792464,-73.941277448901,40.6200590950325,0.0205099999981,0.02048284551,2020.20457410234,2020.20460125683
15,3,0.003049016394,-73.941277448901,40.6200590950325,-73.9585332341605,40.5876848186496,0.0235590163921,0.0205099999981,2020.20460125683,2020.20765027322
12,17,0.02486,-73.9471824869466,40.6463340360464,-73.9620177269146,40.6681730101344,0.02486,0,2020.18409125683,2020.20895125683
15,16,0.00438,-73.941277448901,40.6200590950325,-73.9575096444272,40.6283901333965,0.0248899999981,0.0205099999981,2020.20460125683,2020.20898125683
17,18,0.000599999999999996,-73.9620177269146,40.6681730101344,-73.9657413969171,40.666824952983,0.02546,0.02486,2020.20895125683,2020.20955125683
14,2,0.005781256831,-73.931039018844,40.6274167162951,-73.7109976510456,40.7124424156417,0.0262912568291,0.0205099999981,2020.20460125683,2020.21038251366
16,5,0.006865737705,-73.9575096444272,40.6283901333965,-73.9883867197844,40.5933231570816,0.0317557377031,0.0248899999981,2020.20898125683,2020.21584699454
14,1,0.02763918033,-73.931039018844,40.6274167162951,-74.0027726860136,40.6457084037351,0.0481491803281,0.0205099999981,2020.20460125683,2020.23224043716
18,19,0.03139792558,-73.9657413969171,40.666824952983,-73.9527952592202,40.7116054607037,0.05685792558,0.02546,2020.20955125683,2020.24094918241
19,20,0.000292074417999999,-73.9527952592202,40.7116054607037,-73.9485898550865,40.6959443296419,0.057149999998,0.05685792558,2020.24094918241,2020.24124125683
19,21,0.002212074418,-73.9527952592202,40.7116054607037,-73.9572418672922,40.763953786113,0.059069999998,0.05685792558,2020.24094918241,2020.24316125683
21,11,8.14207668999728e-06,-73.9572418672922,40.763953786113,-73.9557186595401,40.771469216735,0.05907814207469,0.059069999998,2020.24316125683,2020.24316939891
16,4,0.03965262295,-73.9575096444272,40.6283901333965,-73.8872296761894,40.8685596581879,0.0645426229481,0.0248899999981,2020.20898125683,2020.24863387978
20,9,0.007392622951,-73.9485898550865,40.6959443296419,-74.0079622246148,40.6378133783105,0.064542622949,0.057149999998,2020.24124125683,2020.24863387978
20,8,0.01285710383,-73.9485898550865,40.6959443296419,-73.8388987956565,40.6702388841373,0.070007103828,0.057149999998,2020.24124125683,2020.25409836066
17,6,0.04514710383,-73.9620177269146,40.6681730101344,-73.9479166756726,40.6892004892204,0.07000710383,0.02486,2020.20895125683,2020.25409836066
18,7,0.04454710383,-73.9657413969171,40.666824952983,-74.0264915052321,40.6161212544346,0.07000710383,0.02546,2020.20955125683,2020.25409836066
21,10,0.01913382514,-73.9572418672922,40.763953786113,-74.0030604301733,40.6415855134838,0.078203825138,0.059069999998,2020.24316125683,2020.26229508197
